ONS_CODE,Apr 2020-Mar 2021,Jul 2020-Jun 2021,Oct 2020-Sep 2021,Jan 2021-Dec 2021,Apr 2021-Mar 2022,Jul 2021-Jun 2022,Oct 2021-Sep 2022,Jan 2022-Dec 2022,Apr 2022-Mar 2023,Jul 2022-Jun 2023,Oct 2022-Sep 2023,Jan 2023-Dec 2023,Apr 2023-Mar 2024
E14001350,100.0,100.0,100.0,100.0,100.0,100.0,,,100.0,,,,
E14001351,69.5,68.8,63.3,65.3,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0
E14001352,100.0,92.4,94.0,91.3,95.3,100.0,93.7,90.8,84.7,76.9,82.9,72.8,46.8
E14001353,55.1,45.4,37.8,26.4,32.3,,,,,,,73.1,87.4
E14001354,79.4,78.8,100.0,83.9,81.7,49.7,,49.9,81.7,76.1,72.4,50.2,24.8
E14001355,,,,,43.4,62.6,53.9,100.0,100.0,,,,
E14001356,91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,71.7,71.6,,,100.0
E14001357,77.6,80.5,80.8,73.2,85.4,84.9,76.9,79.6,69.3,70.9,100.0,100.0,100.0
E14001358,84.9,80.4,79.0,79.8,78.5,73.4,69.7,72.7,64.1,74.0,69.4,71.9,67.4
E14001359,78.4,61.5,74.8,68.8,72.1,77.5,,,,70.3,80.7,75.0,74.3
E14001360,85.9,89.9,66.0,70.5,73.5,85.7,100.0,100.0,,,,,100.0
E14001361,,100.0,100.0,100.0,100.0,,73.8,71.3,,,100.0,100.0,100.0
E14001362,83.4,78.1,80.1,80.6,89.8,93.7,69.9,38.9,33.5,34.7,39.3,92.6,93.9
E14001363,86.5,90.1,94.0,83.0,91.4,88.9,92.6,100.0,100.0,100.0,94.1,90.2,91.1
E14001364,87.2,72.6,76.6,58.6,62.4,76.8,75.8,100.0,64.6,39.3,,,
E14001365,75.4,75.9,75.7,72.2,90.0,84.5,55.0,57.5,,,,100.0,
E14001366,,,,,,,,,,,,,
E14001367,88.6,89.7,88.2,83.7,68.6,55.7,58.7,48.0,54.7,53.1,47.2,45.4,39.0
E14001368,63.8,41.8,53.4,56.5,56.9,62.6,65.4,79.1,70.8,73.6,82.9,76.2,86.2
E14001369,84.8,90.7,77.4,76.8,74.4,91.7,97.2,93.3,89.2,76.7,74.2,68.0,67.8
E14001370,87.8,86.1,84.2,83.9,89.5,87.4,70.0,78.8,76.3,70.1,74.3,67.9,68.1
E14001371,100.0,77.1,75.2,67.6,,,,,,,85.4,86.5,85.0
E14001372,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
E14001373,69.4,57.7,61.6,,77.2,,81.0,73.4,77.6,86.4,88.5,89.2,88.1
E14001374,100.0,100.0,100.0,71.5,,,80.6,100.0,100.0,100.0,100.0,100.0,100.0
E14001375,61.5,62.0,58.3,71.6,68.3,86.1,100.0,100.0,100.0,,,100.0,79.9
E14001376,85.8,77.4,79.6,76.9,81.2,89.3,88.1,88.3,84.8,89.2,93.5,100.0,100.0
E14001377,71.2,75.6,67.6,52.9,57.7,59.9,60.2,49.7,51.0,56.3,66.8,75.6,62.7
E14001378,77.4,71.5,57.4,64.4,62.6,70.0,85.7,83.5,95.4,95.6,100.0,85.6,74.2
E14001379,70.6,73.1,70.7,70.5,68.3,80.0,45.6,38.6,44.9,38.2,45.4,44.9,50.6
E14001380,75.5,78.4,79.1,78.3,74.8,100.0,100.0,100.0,100.0,100.0,,,
E14001381,91.0,91.4,78.4,83.5,81.0,84.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0
E14001382,66.6,68.7,90.9,90.9,89.8,63.0,55.7,59.3,66.1,73.2,83.8,84.5,91.4
E14001383,89.1,89.0,82.1,90.7,85.2,86.9,83.9,77.0,92.4,80.6,80.9,89.7,77.6
E14001384,85.8,89.1,86.5,86.3,81.4,71.2,81.7,92.8,82.8,100.0,93.2,95.6,95.8
E14001385,68.1,74.1,71.6,87.5,90.2,100.0,100.0,100.0,,,,,
E14001386,72.2,52.5,53.4,64.0,57.4,81.2,79.4,81.2,100.0,73.0,75.2,72.7,74.7
E14001387,84.0,85.6,89.6,100.0,100.0,79.1,58.1,56.6,58.0,,,,
E14001388,84.7,87.4,100.0,100.0,72.9,74.5,,86.4,76.3,71.1,76.3,69.4,85.7
E14001389,87.5,86.4,70.2,52.7,,,,,,53.4,55.8,66.8,77.2
E14001390,88.8,81.0,80.3,82.2,,,,,,,,,
E14001391,76.3,,,,,,,56.0,71.9,100.0,100.0,100.0,
E14001392,83.2,87.9,93.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
E14001393,91.7,93.4,80.9,80.2,61.0,57.7,82.0,82.5,83.9,100.0,100.0,100.0,
E14001394,71.5,68.6,71.6,77.7,78.3,76.5,56.8,54.5,66.5,65.9,100.0,100.0,89.5
E14001395,76.8,76.9,91.6,89.7,91.0,94.3,93.5,96.1,84.3,77.8,89.0,73.4,80.2
E14001396,90.9,88.1,74.4,81.4,81.2,68.3,76.1,,,,,,
E14001397,83.8,70.9,77.1,73.9,78.2,95.0,90.0,100.0,100.0,100.0,100.0,100.0,76.6
E14001398,,,,,,,,,,,,,
E14001399,81.6,76.8,78.1,82.7,76.4,72.8,62.6,72.2,75.5,73.4,84.7,68.0,81.5
E14001400,100.0,100.0,81.9,80.0,84.3,71.6,100.0,100.0,100.0,100.0,62.2,50.5,59.8
E14001401,100.0,92.9,93.4,78.9,71.4,58.5,46.3,73.9,50.6,55.8,,,
E14001402,94.4,93.6,92.1,88.3,85.1,86.7,71.7,71.0,78.3,73.6,79.7,100.0,100.0
E14001403,,69.6,67.6,74.3,82.9,100.0,100.0,,,,,,100.0
E14001404,52.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,68.0
E14001405,75.2,80.5,90.3,81.6,79.7,50.5,,,,100.0,100.0,,
E14001406,100.0,100.0,75.1,73.4,57.6,,,72.4,86.5,100.0,100.0,100.0,100.0
E14001407,91.3,76.8,79.7,91.4,91.5,100.0,100.0,,72.4,73.6,71.4,71.1,76.9
E14001408,,,67.8,,72.2,100.0,100.0,100.0,,,,,
E14001409,82.2,67.7,76.7,82.3,83.8,87.6,100.0,70.6,50.7,55.1,49.4,,
E14001410,71.3,65.1,51.4,57.4,64.3,67.6,76.4,81.5,59.9,58.3,42.4,43.2,40.8
E14001411,82.5,80.7,72.3,63.2,70.2,67.6,66.7,62.6,60.0,51.8,41.5,40.7,48.2
E14001412,80.2,66.9,76.0,72.6,57.4,72.0,64.2,38.2,43.2,41.8,31.8,51.3,28.6
E14001413,51.3,66.3,75.2,100.0,75.8,59.2,43.4,43.2,62.6,64.4,68.3,81.4,76.3
E14001414,87.2,91.4,93.4,94.2,90.7,100.0,100.0,100.0,100.0,100.0,77.0,86.4,82.3
E14001415,75.1,92.4,91.7,92.9,76.6,77.7,73.8,74.7,80.4,84.6,87.8,90.7,100.0
E14001416,55.5,62.4,47.2,38.9,55.4,52.9,65.9,76.7,73.3,82.6,67.8,58.2,51.5
E14001417,93.6,90.7,88.1,79.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,
E14001418,100.0,88.0,84.7,,36.8,58.2,55.2,55.4,100.0,,100.0,100.0,73.8
E14001419,,18.1,23.3,59.2,78.6,90.4,90.0,100.0,,54.8,48.9,,
E14001420,75.2,74.9,65.6,59.0,72.4,70.1,80.0,73.7,64.0,64.8,75.8,83.3,80.7
E14001421,87.5,81.8,88.0,92.7,75.3,60.2,43.5,,,,,,
E14001422,100.0,100.0,100.0,100.0,100.0,76.9,78.2,72.9,67.0,57.9,53.1,48.8,60.0
E14001423,91.8,94.7,79.6,83.7,78.9,59.9,89.6,93.2,95.6,94.7,100.0,100.0,100.0
E14001424,58.8,74.0,76.9,71.3,100.0,100.0,100.0,100.0,87.5,76.4,85.8,91.8,71.8
E14001425,73.1,74.7,87.4,100.0,100.0,100.0,100.0,100.0,100.0,81.8,62.1,57.3,51.0
E14001426,82.7,69.9,72.2,78.4,79.8,91.0,92.2,100.0,100.0,100.0,100.0,100.0,92.8
E14001427,77.6,78.2,80.9,75.3,83.9,91.6,91.2,100.0,100.0,90.2,82.6,65.8,61.8
E14001428,60.1,77.8,87.7,100.0,91.3,91.7,91.6,91.6,100.0,100.0,100.0,100.0,100.0
E14001429,71.7,81.1,76.1,80.6,92.5,84.5,67.1,71.8,76.3,75.5,83.2,84.1,78.9
E14001430,76.9,78.3,78.0,63.8,67.3,69.3,64.6,73.7,65.7,63.9,65.1,59.2,58.1
E14001431,77.7,85.6,88.4,82.5,83.0,88.4,100.0,85.3,93.8,88.6,85.5,100.0,100.0
E14001432,78.8,86.3,84.1,79.1,65.5,72.7,69.0,56.4,68.9,62.6,67.5,91.2,64.8
E14001433,79.8,76.3,72.2,67.1,69.5,56.6,70.1,67.9,,84.4,92.3,100.0,100.0
E14001434,80.0,74.6,87.1,82.3,100.0,100.0,100.0,100.0,100.0,85.3,82.0,76.1,
E14001435,,,,,49.4,39.8,42.3,39.4,,,,,
E14001436,83.9,85.7,67.5,69.6,71.9,63.4,71.8,81.6,80.4,76.4,75.7,76.1,84.1
E14001437,94.3,87.6,76.6,75.6,65.7,78.5,87.9,87.3,89.6,89.3,84.7,86.1,61.4
E14001438,68.2,72.9,72.7,56.9,74.9,74.2,75.4,78.7,69.5,68.3,84.8,84.1,84.7
E14001439,100.0,88.6,86.3,83.9,84.8,92.3,89.3,85.2,63.4,64.6,66.0,52.0,100.0
E14001440,58.6,54.1,62.6,67.0,73.6,70.0,66.9,69.0,75.1,78.6,76.6,69.7,71.0
E14001441,88.8,91.4,78.1,76.9,88.4,85.6,100.0,100.0,,75.6,77.9,78.6,85.4
E14001442,53.2,59.5,51.5,80.8,85.0,79.7,100.0,,,,,,
E14001443,65.6,46.5,53.8,78.2,83.0,88.4,100.0,100.0,100.0,,,,
E14001444,69.5,55.6,60.1,49.1,72.0,,,,,,,,64.4
E14001445,49.0,53.4,60.6,63.0,83.6,88.7,65.9,69.4,68.9,74.8,67.2,67.6,61.7
E14001446,69.4,58.3,62.8,72.9,80.4,66.8,59.7,56.3,63.3,86.1,69.6,65.7,80.3
E14001447,100.0,82.4,67.1,49.1,48.8,64.2,70.2,78.7,68.9,69.8,88.5,88.6,92.3
E14001448,100.0,92.4,94.0,92.1,90.8,100.0,100.0,100.0,100.0,100.0,100.0,,86.2
E14001449,100.0,81.4,79.9,70.3,77.1,83.5,83.5,82.1,63.2,70.0,67.1,55.8,
E14001450,47.1,69.5,78.3,70.2,64.8,59.4,67.6,82.6,100.0,62.8,52.2,69.9,73.7
E14001451,74.9,63.5,68.9,82.7,84.5,89.4,79.8,73.8,73.8,86.4,80.0,72.5,78.0
E14001452,100.0,91.2,79.2,66.9,70.0,67.1,85.8,100.0,74.9,65.0,61.3,79.8,84.1
E14001453,73.2,83.4,80.1,88.2,100.0,100.0,100.0,100.0,100.0,,,,
E14001454,77.1,64.9,,,72.5,75.0,81.1,74.6,100.0,100.0,,,
E14001455,86.5,86.3,87.6,91.7,91.1,95.1,89.9,91.3,87.6,80.9,83.0,67.7,54.4
E14001456,,50.4,75.0,78.6,71.6,65.5,70.0,83.8,83.6,89.8,87.8,,
E14001457,57.4,69.0,,,,,,,100.0,100.0,100.0,80.4,82.9
E14001458,65.8,83.0,86.0,87.7,83.8,86.4,93.9,91.0,89.1,90.4,93.2,94.2,89.8
E14001459,77.6,68.5,61.2,62.6,71.3,92.0,94.3,90.2,86.3,76.6,77.3,82.7,79.5
E14001460,86.0,89.2,85.2,90.8,100.0,100.0,100.0,100.0,86.0,77.7,77.3,75.5,
E14001461,51.7,,75.8,76.9,100.0,100.0,100.0,84.8,81.2,77.3,,,
E14001462,79.6,69.2,100.0,100.0,90.0,83.5,82.2,85.2,90.9,100.0,100.0,91.3,80.6
E14001463,69.2,69.6,68.6,73.2,77.3,86.0,82.6,91.7,100.0,77.8,73.0,76.6,65.9
E14001464,81.4,100.0,57.9,66.8,69.7,69.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
E14001465,82.0,100.0,90.9,79.4,68.5,51.9,73.9,73.0,83.4,100.0,100.0,100.0,100.0
E14001466,74.5,62.8,85.4,100.0,80.6,77.1,77.4,81.6,74.3,51.8,61.8,52.9,56.8
E14001467,65.4,53.8,53.4,100.0,100.0,84.0,82.2,76.9,76.9,84.0,84.2,,
E14001468,71.6,65.1,63.3,62.9,69.5,86.9,78.5,100.0,100.0,,,,
E14001469,100.0,100.0,100.0,100.0,100.0,83.8,75.7,73.6,65.8,,74.1,73.4,78.8
E14001470,100.0,,81.5,88.1,87.2,83.5,100.0,80.4,70.0,72.1,82.5,83.5,100.0
E14001471,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.3,93.3,91.7,87.5,100.0
E14001472,100.0,100.0,100.0,100.0,88.1,84.2,,,,,,,72.7
E14001473,83.7,78.0,90.0,95.9,93.2,93.6,100.0,100.0,77.8,,,,
E14001474,88.2,100.0,100.0,100.0,100.0,66.7,,,,100.0,100.0,100.0,100.0
E14001475,74.6,63.7,,68.5,,73.6,72.3,90.9,86.2,85.2,85.2,85.8,91.1
E14001476,87.9,81.8,84.3,74.3,80.9,80.4,86.4,64.4,71.2,82.6,,,100.0
E14001477,66.0,61.4,64.8,68.9,76.1,88.8,83.6,69.5,45.9,52.9,,47.2,59.9
E14001478,100.0,63.8,62.4,,,,,86.8,86.4,87.4,89.2,88.5,91.7
E14001479,75.4,87.3,90.4,78.0,86.4,82.5,81.1,90.0,85.1,81.1,75.0,60.7,72.0
E14001480,37.1,70.1,73.6,70.2,70.5,68.9,76.6,74.9,91.7,95.3,86.9,93.2,41.9
E14001481,36.0,49.8,90.0,80.7,76.9,70.7,66.2,79.9,84.2,90.4,100.0,100.0,79.9
E14001482,92.6,91.1,93.6,89.8,67.7,65.9,69.7,75.4,68.2,70.7,52.1,61.6,83.5
E14001483,80.3,85.9,89.4,93.7,89.3,75.4,84.8,80.1,90.3,87.7,80.1,76.9,75.5
E14001484,95.0,62.4,55.6,51.8,45.7,63.6,76.6,69.9,49.2,52.7,58.4,47.2,92.9
E14001485,86.9,90.4,75.4,75.4,67.4,,55.6,58.3,,36.8,,61.6,100.0
E14001486,67.2,71.8,84.2,87.8,88.9,87.8,80.9,80.4,,78.9,54.6,69.0,76.6
E14001487,100.0,100.0,100.0,100.0,100.0,100.0,,,100.0,,100.0,100.0,100.0
E14001488,100.0,100.0,100.0,100.0,100.0,100.0,100.0,82.7,77.9,76.2,83.5,91.2,88.5
E14001489,,,85.3,100.0,81.1,86.0,88.5,78.8,85.8,89.6,93.0,77.3,75.9
E14001490,63.8,56.6,62.5,87.9,83.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
E14001491,93.8,91.2,88.3,100.0,100.0,86.3,85.2,75.9,75.2,,,,82.2
E14001492,47.8,60.0,86.4,93.3,85.8,85.3,78.1,46.9,68.1,68.4,68.0,72.7,58.9
E14001493,88.3,90.3,95.8,93.7,93.2,91.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0
E14001494,100.0,100.0,93.5,91.6,91.7,90.6,100.0,100.0,,,,68.9,100.0
E14001495,91.6,88.5,83.5,,100.0,100.0,65.9,74.5,,,,,
E14001496,65.2,82.9,72.7,79.7,81.2,84.6,100.0,100.0,100.0,,,86.1,80.7
E14001497,77.6,65.6,,100.0,100.0,100.0,100.0,100.0,,,,,
E14001498,47.7,70.5,68.0,61.0,100.0,89.5,90.9,91.0,92.5,100.0,100.0,100.0,100.0
E14001499,80.6,80.1,88.7,80.9,79.6,80.4,70.3,62.9,64.3,46.0,57.4,74.7,79.3
E14001500,67.7,65.8,59.5,55.8,65.5,68.4,75.5,69.9,65.1,61.7,61.2,59.6,63.4
E14001501,73.3,79.6,62.0,72.8,64.9,65.4,62.1,69.1,59.9,66.4,69.4,61.7,82.5
E14001502,82.3,66.6,65.9,68.4,70.2,90.6,86.2,94.1,79.5,73.8,91.1,69.3,60.8
E14001503,43.0,84.0,82.0,67.9,69.6,69.4,69.0,70.6,88.4,82.3,79.2,86.2,
E14001504,100.0,100.0,100.0,100.0,100.0,,64.6,73.6,,88.0,69.1,78.7,80.6
E14001505,72.5,71.9,75.4,71.3,70.4,71.2,72.1,75.4,72.0,68.3,62.9,63.6,68.8
E14001506,87.6,86.4,87.7,88.4,100.0,85.6,82.0,78.6,80.0,92.8,76.0,81.1,85.1
E14001507,97.3,95.7,94.9,93.6,,61.8,55.0,29.8,42.5,,,,51.8
E14001508,88.7,100.0,100.0,88.4,90.4,68.0,70.4,59.3,63.2,100.0,100.0,100.0,100.0
E14001509,61.5,66.6,81.6,80.7,92.1,89.7,61.1,54.1,58.5,49.4,68.8,42.1,
E14001510,85.3,86.0,82.2,90.3,94.6,93.3,66.8,58.5,59.2,65.1,85.9,100.0,92.0
E14001511,70.0,77.2,84.5,84.4,83.6,81.7,,,77.7,83.8,84.2,72.4,79.9
E14001512,68.8,66.7,56.0,61.1,69.6,73.9,75.3,84.2,72.6,78.5,84.6,80.0,86.4
E14001513,100.0,100.0,100.0,100.0,100.0,,,,100.0,100.0,100.0,100.0,
E14001514,77.5,84.5,84.7,100.0,100.0,100.0,100.0,100.0,,100.0,,,
E14001515,74.0,75.5,71.2,66.5,63.1,65.1,78.6,79.9,73.1,79.6,60.4,,100.0
E14001516,84.3,67.6,67.4,,59.5,76.2,77.9,100.0,74.9,82.1,,,
E14001517,78.1,66.3,65.3,64.2,80.8,71.7,71.1,78.7,77.4,83.5,76.9,57.7,
E14001518,75.3,74.8,89.9,93.7,78.0,71.3,57.2,63.5,82.8,80.8,67.9,70.7,54.8
E14001519,100.0,100.0,100.0,100.0,88.2,88.6,72.7,64.1,80.0,86.2,100.0,100.0,100.0
E14001520,70.2,82.7,86.5,84.9,73.7,70.5,57.2,50.6,57.3,,,,92.3
E14001521,90.4,87.2,86.4,81.4,77.9,83.5,81.2,84.6,81.3,79.4,91.7,92.3,93.7
E14001522,79.1,82.8,75.8,84.8,85.2,91.0,93.4,90.7,91.4,87.6,100.0,100.0,
E14001523,60.7,66.3,71.9,100.0,100.0,100.0,100.0,100.0,100.0,61.9,,,
E14001524,91.5,95.5,91.4,88.7,100.0,100.0,100.0,100.0,60.5,,,,73.6
E14001525,81.2,79.6,78.3,84.4,87.4,76.1,71.7,,89.2,83.7,72.6,55.0,34.1
E14001526,67.4,74.3,77.8,70.2,58.6,85.7,87.6,87.3,100.0,100.0,100.0,100.0,90.3
E14001527,79.6,56.8,61.0,44.5,32.6,,,,,,,,55.6
E14001528,56.1,55.9,87.1,85.5,88.0,88.0,83.5,87.0,,71.9,70.7,87.1,93.5
E14001529,53.9,54.3,49.3,72.0,69.7,85.3,79.7,89.5,100.0,100.0,100.0,100.0,100.0
E14001530,82.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62.7,56.8,58.5
E14001531,64.0,52.9,59.1,66.3,66.2,65.6,50.4,,47.4,57.7,88.6,90.6,90.6
E14001532,74.1,100.0,100.0,100.0,57.7,57.5,66.7,59.6,,,,,
E14001533,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,,,73.1
E14001534,82.6,79.8,84.3,82.8,89.7,80.1,71.5,56.0,62.0,78.0,100.0,,
E14001535,,70.5,61.1,66.2,64.7,61.8,79.0,82.6,78.8,100.0,100.0,,
E14001536,81.8,80.5,69.1,63.0,67.1,71.2,88.9,83.3,81.0,79.9,92.4,100.0,100.0
E14001537,58.3,64.5,62.9,66.6,79.1,91.4,100.0,100.0,100.0,100.0,79.7,83.6,82.8
E14001538,100.0,85.8,73.2,73.9,67.3,77.3,100.0,100.0,100.0,100.0,80.1,70.9,71.0
E14001539,54.9,63.7,66.6,58.4,49.9,52.6,72.1,52.5,54.1,61.6,46.8,53.0,46.1
E14001540,100.0,100.0,100.0,100.0,88.1,87.3,75.5,68.7,78.3,,,,
E14001541,71.4,81.0,86.6,88.5,100.0,100.0,78.1,70.8,77.0,74.2,82.2,83.2,85.4
E14001542,54.9,67.5,60.1,100.0,87.7,74.8,76.0,72.5,75.5,94.1,87.5,85.6,86.9
E14001543,81.9,88.9,84.3,83.9,74.9,75.2,100.0,100.0,100.0,100.0,100.0,,100.0
E14001544,60.6,61.0,82.9,87.2,85.1,86.8,73.1,68.1,100.0,,100.0,100.0,100.0
E14001545,82.0,81.7,75.4,84.0,77.0,75.0,90.6,85.3,81.5,80.1,79.2,86.8,100.0
E14001546,68.4,65.8,71.3,82.5,82.8,86.9,94.1,96.6,100.0,91.2,82.5,86.3,88.9
E14001547,100.0,100.0,100.0,88.3,89.2,79.5,73.7,78.5,79.2,80.9,100.0,91.4,76.7
E14001548,100.0,100.0,100.0,100.0,100.0,84.9,82.8,83.2,72.3,68.4,,,100.0
E14001549,82.7,60.3,52.4,,,,57.3,53.7,58.0,67.3,100.0,100.0,100.0
E14001550,80.3,58.6,67.1,75.6,74.7,100.0,100.0,100.0,100.0,100.0,,,100.0
E14001551,93.6,83.3,81.5,85.8,86.0,93.0,100.0,100.0,100.0,94.7,84.8,86.0,85.7
E14001552,,,,,,,,,,,92.0,89.2,69.8
E14001553,72.0,83.1,100.0,72.6,81.7,53.8,52.3,68.3,,72.0,72.2,,62.5
E14001554,51.0,72.2,72.9,74.6,85.7,84.0,88.4,81.7,74.5,69.3,66.9,,
E14001555,,100.0,82.2,79.6,80.2,76.3,71.9,80.6,84.8,79.8,100.0,100.0,
E14001556,57.7,60.4,68.9,71.3,58.3,69.3,52.0,39.4,71.1,68.7,74.4,77.6,79.0
E14001557,75.7,62.5,71.3,70.1,56.5,63.8,65.3,67.5,74.0,61.2,57.4,,81.5
E14001558,83.9,31.4,32.1,37.0,45.6,72.6,72.3,80.3,,,,100.0,100.0
E14001559,90.7,91.0,95.1,91.9,84.9,,,,,,,,
E14001560,83.8,100.0,100.0,100.0,67.8,66.1,67.4,50.0,,77.5,83.0,100.0,100.0
E14001561,86.3,83.3,76.6,60.7,66.2,61.2,50.4,,,,,,
E14001562,78.4,100.0,39.7,40.9,32.5,24.8,66.3,86.2,84.8,84.8,100.0,85.7,73.8
E14001563,,,,,74.1,63.8,80.8,79.4,73.0,58.9,,60.0,48.0
E14001564,90.7,87.8,100.0,100.0,83.4,84.8,85.5,85.4,87.5,87.0,87.6,,
E14001565,72.1,61.4,52.6,57.8,62.9,83.5,75.4,60.2,63.1,54.3,54.9,75.3,100.0
E14001566,87.8,86.5,92.7,92.6,93.4,100.0,100.0,100.0,92.0,64.2,59.5,60.8,41.1
E14001567,79.2,83.6,83.5,88.9,93.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
E14001568,81.6,77.8,85.9,80.4,51.5,48.8,,47.3,59.7,67.1,76.6,60.6,82.6
E14001569,88.1,88.6,89.3,91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,82.6,83.5
E14001570,100.0,81.7,79.6,77.5,74.5,83.6,,,,,,,43.4
E14001571,94.1,87.8,94.1,82.6,83.0,83.0,,,100.0,100.0,100.0,100.0,
E14001572,58.2,71.8,86.9,86.9,68.5,69.3,73.4,87.6,82.5,75.8,78.3,70.6,51.5
E14001573,89.2,89.5,80.5,100.0,71.2,73.7,82.1,80.4,81.3,70.6,,,
E14001574,100.0,78.4,77.9,71.5,77.1,91.5,89.3,89.6,100.0,100.0,100.0,85.6,
E14001575,84.4,78.2,58.5,47.0,45.9,33.7,,,68.8,69.1,71.2,68.1,
E14001576,,,,100.0,100.0,100.0,81.6,73.7,52.8,48.6,55.4,54.7,73.0
E14001577,73.7,76.0,83.9,91.4,74.1,71.6,65.1,67.2,59.7,62.9,70.2,84.5,100.0
E14001578,100.0,100.0,100.0,94.6,94.6,89.0,90.7,94.8,90.1,100.0,100.0,100.0,
E14001579,63.1,68.8,65.3,82.3,72.2,65.7,58.2,,,100.0,100.0,100.0,88.6
E14001580,70.1,71.8,68.0,79.9,94.1,92.9,88.1,92.4,87.4,78.0,100.0,,100.0
E14001581,100.0,100.0,100.0,100.0,100.0,85.7,88.6,79.2,86.1,91.8,94.6,85.6,69.8
E14001582,96.0,94.6,92.4,93.3,88.9,84.4,84.4,88.5,85.9,83.4,78.5,,
E14001583,,,100.0,100.0,100.0,94.8,91.8,88.1,84.6,88.6,89.1,100.0,83.4
E14001584,85.8,88.5,100.0,100.0,95.1,95.5,93.1,94.3,100.0,100.0,100.0,69.4,63.5
E14001585,76.9,75.2,70.9,67.0,79.5,,87.0,87.3,91.8,87.0,82.4,80.2,
E14001586,70.2,73.5,68.2,76.1,62.2,50.5,54.6,59.8,59.9,66.9,66.8,65.6,71.8
E14001587,,,,,,,64.8,62.5,61.9,64.9,,,
E14001588,90.4,85.1,86.3,86.9,75.0,75.5,73.9,80.1,82.9,87.8,52.1,49.4,32.8
E14001589,68.2,65.2,64.2,64.0,60.0,63.9,70.5,87.1,100.0,,,,
E14001590,100.0,100.0,100.0,100.0,100.0,87.1,78.6,72.2,,,,,
E14001591,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,,,,
E14001592,72.5,71.1,72.3,77.9,93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
E14001593,70.1,79.6,87.0,93.4,94.4,94.9,93.2,92.5,82.3,74.0,78.3,61.6,60.6
E14001594,81.5,81.3,64.8,72.5,75.1,85.6,100.0,100.0,100.0,,,,
E14001595,58.1,47.8,45.5,48.7,88.4,100.0,78.3,67.0,71.4,,,79.8,
E14001596,83.7,91.9,87.9,89.3,100.0,,,,,54.5,53.2,75.1,81.4
E14001597,71.9,,89.2,90.7,80.5,88.7,70.3,61.8,73.9,69.8,100.0,100.0,
E14001598,84.0,93.6,88.4,65.4,57.2,31.4,35.7,31.3,43.7,45.5,47.1,71.2,59.4
E14001599,66.2,68.0,72.2,77.6,,,,58.5,,,,,
E14001600,56.8,63.0,72.1,63.9,78.4,69.8,,,,,,84.7,100.0
E14001601,89.8,88.4,66.5,56.7,,56.0,77.2,,74.2,78.5,81.2,78.8,100.0
E14001602,92.9,71.9,74.7,69.8,62.7,85.4,87.0,86.5,79.0,86.2,87.5,84.3,100.0
E14001603,,66.2,54.9,78.7,83.0,80.7,100.0,100.0,100.0,100.0,,,
E14001604,44.1,45.5,46.5,54.3,73.2,72.8,71.5,80.1,56.8,60.1,66.8,69.5,82.5
E14001605,68.5,70.5,80.6,70.3,70.4,61.7,39.0,75.3,80.1,76.1,79.1,64.3,58.1
